version,model_name,selection_source_file,evaluation_source_file,selection_split,evaluation_split,selection_mode,min_recall,selection_note,best_threshold,selection_accuracy,selection_precision,selection_recall,selection_f1,selection_tn,selection_fp,selection_fn,selection_tp,accuracy,precision,recall,f1,tn,fp,fn,tp
v1,CatBoost,results_standard_research_clean_smote\v1\CatBoost_validation_predictions.csv,results_standard_research_clean_smote\v1\CatBoost_test_predictions.csv,validation,test,max_f1,0.85,Selected threshold with maximum fraud F1 over the threshold grid.,0.44,0.961668850065502,0.9896056942718336,0.70072,0.8204767926560816,87405,92,3741,8759,0.9613988419652588,0.9895738893925656,0.69856,0.8189833051960232,87405,92,3768,8732
v2,XGBoost,results_standard_research_clean_smote\v2\XGBoost_validation_predictions.csv,results_standard_research_clean_smote\v2\XGBoost_test_predictions.csv,validation,test,max_f1,0.85,Selected threshold with maximum fraud F1 over the threshold grid.,0.43,0.96148884466534,0.9842122942559623,0.7032,0.8203070318697214,87356,141,3710,8790,0.9612788383651508,0.986248872858431,0.7,0.8188283735728992,87375,122,3750,8750
v3,XGBoost,results_standard_research_clean_smote\v3\XGBoost_validation_predictions.csv,results_standard_research_clean_smote\v3\XGBoost_test_predictions.csv,validation,test,max_f1,0.85,Selected threshold with maximum fraud F1 over the threshold grid.,0.51,0.9700391011730352,0.9982176556930176,0.76168,0.8640529993647337,87480,17,2979,9521,0.9695590867726032,0.997893850042123,0.75808,0.861611202036734,87477,20,3024,9476
v4,XGBoost,results_standard_research_clean_smote\v4\XGBoost_validation_predictions.csv,results_standard_research_clean_smote\v4\XGBoost_test_predictions.csv,validation,test,max_f1,0.85,Selected threshold with maximum fraud F1 over the threshold grid.,0.47,0.9700391011730352,0.9985312631137222,0.76144,0.8640159767610749,87483,14,2982,9518,0.969529085872576,0.997998103466442,0.75776,0.8614433177208859,87478,19,3028,9472
v5,XGBoost,results_standard_research_clean_smote\v5\XGBoost_validation_predictions.csv,results_standard_research_clean_smote\v5\XGBoost_test_predictions.csv,validation,test,max_f1,0.85,Selected threshold with maximum fraud F1 over the threshold grid.,0.45,0.9700191005730172,0.997799664710813,0.76184,0.8639992741789149,87476,21,2977,9523,0.9695390861725852,0.9977885425442292,0.758,0.8615202764138935,87476,21,3025,9475
