version,setup,metric_split,model_name,training_time_sec,accuracy,fraud_precision,fraud_recall,fraud_f1,macro_f1,weighted_f1,roc_auc,pr_auc,best_params
v4,SMOTE,test,XGBoost,0.61,0.964,0.973404,0.732,0.835616,0.907702,0.961765,0.907202,0.821647,"{""clf__subsample"": 0.8, ""clf__reg_lambda"": 2.0, ""clf__n_estimators"": 80, ""clf__min_child_weight"": 3, ""clf__max_depth"": 5, ""clf__learning_rate"": 0.05, ""clf__gamma"": 0.0, ""clf__colsample_bytree"": 0.8}"
v4,SMOTE,test,CatBoost,0.64,0.961,0.952632,0.724,0.822727,0.900409,0.95867,0.90937,0.81927,"{""clf__learning_rate"": 0.1, ""clf__l2_leaf_reg"": 3, ""clf__iterations"": 50, ""clf__depth"": 4, ""clf__border_count"": 64}"
v4,SMOTE,test,RandomForest,0.87,0.961,0.957447,0.72,0.821918,0.90001,0.958579,0.9124,0.819877,"{""clf__n_estimators"": 80, ""clf__min_samples_split"": 2, ""clf__min_samples_leaf"": 1, ""clf__max_features"": ""sqrt"", ""clf__max_depth"": 8, ""clf__bootstrap"": true}"
v4,SMOTE,test,DecisionTree,0.34,0.96,0.947368,0.72,0.818182,0.897855,0.95761,0.89908,0.800695,"{""clf__min_samples_split"": 2, ""clf__min_samples_leaf"": 1, ""clf__max_depth"": 8, ""clf__criterion"": ""entropy"", ""clf__ccp_alpha"": 0.001}"
v4,SMOTE,test,LogisticRegression,0.42,0.9105,0.619529,0.736,0.672761,0.810461,0.913736,0.893275,0.797276,"{""clf__C"": 1.0}"
