version,setup,model_name,selection_metric_source,evaluation_metric_source,training_time_sec,accuracy,fraud_precision,fraud_recall,fraud_f1,macro_f1,weighted_f1,roc_auc,pr_auc,validation_accuracy,validation_fraud_precision,validation_fraud_recall,validation_fraud_f1,validation_roc_auc,validation_pr_auc,selection_reason,best_params
v1,No-SMOTE,RandomForest,validation,test,0.76,0.955,0.908163,0.712,0.798206,0.886441,0.952618,0.902048,0.820195,0.947,0.833333,0.72,0.772532,0.913051,0.822948,"RandomForest was selected because it remained after the tolerance filters for Fraud F1 (best=0.772532, tolerance=0.002), PR-AUC (best among F1-tied models=0.822948, tolerance=0.003), and fraud recall (best among PR-AUC-tied models=0.720000, tolerance=0.002). Among the remaining models, it ranked highest by fraud precision, then ROC-AUC, then lower training time.","{""clf__n_estimators"": 80, ""clf__min_samples_split"": 2, ""clf__min_samples_leaf"": 1, ""clf__max_features"": ""sqrt"", ""clf__max_depth"": 8, ""clf__bootstrap"": true}"
