iter	Logloss
0	0.5448043896
1	0.4191409277
2	0.3270832788
3	0.2709073364
4	0.2099607739
5	0.1728205237
6	0.1412586865
7	0.1205726782
8	0.1062519446
9	0.09703845703
10	0.0884882666
11	0.08234052002
12	0.07770660217
13	0.07446341248
14	0.07153147217
15	0.06838958923
16	0.06719278015
17	0.06557711853
18	0.0638922998
19	0.06301130798
20	0.06231947693
21	0.0613400647
22	0.06038692322
23	0.05917318542
24	0.05848179199
25	0.05768628967
26	0.05719094604
27	0.05644182739
28	0.05605115601
29	0.05561339905
30	0.05529047791
31	0.05497049988
32	0.05464216187
33	0.05439816223
34	0.05404521851
35	0.05378175842
36	0.05348376892
37	0.0532057312
38	0.05302346252
39	0.05285316284
40	0.05261057983
41	0.05233412903
42	0.05211952881
43	0.05189245544
44	0.05177413879
45	0.05163865479
46	0.05146056519
47	0.05127710449
48	0.05107602722
49	0.05097734314
50	0.05078088318
51	0.05049362122
52	0.05040400879
53	0.05032751404
54	0.0502541217
55	0.05013915649
56	0.05000574951
57	0.04979795288
58	0.04967867249
59	0.04957234131
60	0.04942926575
61	0.04935810364
62	0.04920886719
63	0.04913905823
64	0.04900389404
65	0.04891491699
66	0.0488359198
67	0.04868987061
68	0.04860462341
69	0.04855312012
70	0.04841589966
71	0.04831467896
72	0.04821175415
73	0.04812780823
74	0.04798204346
75	0.04789474976
76	0.04781202881
77	0.04770733154
78	0.0474558844
79	0.04736926758
80	0.04731560364
81	0.04723935364
82	0.047060224
83	0.04697784241
84	0.04686550476
85	0.04676914246
86	0.04666113586
87	0.04660130798
88	0.04646150696
89	0.0461490979
90	0.04602411499
91	0.04595787476
92	0.04587891296
93	0.04582480469
94	0.04565285034
95	0.04555363098
96	0.04545538818
97	0.0452908136
98	0.04520714355
99	0.04502211548
100	0.0448593158
101	0.04479353485
102	0.04470657532
103	0.04465055481
104	0.04456754211
105	0.0445055426
106	0.04438680908
107	0.04433356476
108	0.0442225592
109	0.04417471649
110	0.04413622681
111	0.04406067719
112	0.04399589691
113	0.0437639859
114	0.04369344116
115	0.04363450226
116	0.04352864319
117	0.04348090332
118	0.04342612183
119	0.04323623199
120	0.04319645233
121	0.04313625763
122	0.04298052582
123	0.04287501526
124	0.04279003387
125	0.0426431012
126	0.04248530487
127	0.04241989899
128	0.04229909882
129	0.04224591553
130	0.04215069305
131	0.04201478577
132	0.04178489258
133	0.04166213745
134	0.04160792664
135	0.04156293121
136	0.04143791199
137	0.0413823175
138	0.04134365051
139	0.04121821136
140	0.04106215546
141	0.04091357208
142	0.04082379852
143	0.04072795105
144	0.04067165253
145	0.04063787781
146	0.04057205566
147	0.04049903564
148	0.04039501953
149	0.04035936798
150	0.04028691681
151	0.04016606506
152	0.04012647949
153	0.0400702713
154	0.04002117462
155	0.0399502597
156	0.03988887054
157	0.03982320007
158	0.03971875671
159	0.03965573639
160	0.03959237091
161	0.03947229706
162	0.03941073303
163	0.03933140869
164	0.03925327667
165	0.03920980896
166	0.03909927704
167	0.0390609201
168	0.03896267365
169	0.0389291745
170	0.03888556519
171	0.03878681976
172	0.03873048859
173	0.03860779297
174	0.03854136749
175	0.03849963562
176	0.03845234528
177	0.03841495056
178	0.03835390228
179	0.03828022064
180	0.03823681824
181	0.03821190918
182	0.03814032837
183	0.0381065155
184	0.03805710724
185	0.03802820679
186	0.03795078583
187	0.03788331818
188	0.03783019714
189	0.0377636264
190	0.03770945831
191	0.03764125122
192	0.03758508606
193	0.03754481323
194	0.03746824036
195	0.03742479889
196	0.03738509186
197	0.0373404129
198	0.03730101593
199	0.03724473358
200	0.03717662537
201	0.03705392944
202	0.03699554199
203	0.03695561554
204	0.03686692169
205	0.03679453308
206	0.03674803497
207	0.03666056152
208	0.03658632599
209	0.03653579773
210	0.03649431183
211	0.03645745605
212	0.03641978394
213	0.03638668518
214	0.03632764374
215	0.03623737549
216	0.03619862427
217	0.03615514282
218	0.0360632016
219	0.03600101929
220	0.03591822601
221	0.03587312439
222	0.03578922119
223	0.03570670563
224	0.03566907501
225	0.03561097473
226	0.03555443542
227	0.03551361908
228	0.03546024719
229	0.03541295959
230	0.03532687592
231	0.03528585449
232	0.03521233063
233	0.03517294739
234	0.03511059753
235	0.03507050323
236	0.03503613892
237	0.03496660767
238	0.03494086914
239	0.03490647858
240	0.0348360318
241	0.03481397919
242	0.03474290863
243	0.03469881866
244	0.03466478119
245	0.0346228302
246	0.03458447632
247	0.03456014984
248	0.03452041931
249	0.03448813385
250	0.03443147766
251	0.03440094788
252	0.03435392792
253	0.03432504089
254	0.03428400116
255	0.03424391144
256	0.03421617645
257	0.03418206665
258	0.03415363983
259	0.03411779724
260	0.03409635803
261	0.03407696136
262	0.03405002838
263	0.03397415649
264	0.03392679138
265	0.03389442657
266	0.03386194916
267	0.03377959198
268	0.03372282135
269	0.03368570709
270	0.03364231812
271	0.03360386505
272	0.03358022949
273	0.03351706085
274	0.03348993011
275	0.03344874512
276	0.0334306485
277	0.03339986938
278	0.03335611511
279	0.03333499023
280	0.03329378204
281	0.03326232544
282	0.03321203857
283	0.0331719043
284	0.03315839142
285	0.03313510773
286	0.03311081665
287	0.03308595367
288	0.03305276917
289	0.03300506989
290	0.03297322418
291	0.03293223602
292	0.03290774323
293	0.03287154388
294	0.03284147919
295	0.03281161072
296	0.03278306274
297	0.03275826172
298	0.03272987839
299	0.03269199738
300	0.03267029373
301	0.03264843048
302	0.03262429596
303	0.03260160004
304	0.03257426727
305	0.03254810211
306	0.03253078125
307	0.03246673187
308	0.03244747864
309	0.03241070709
310	0.03238955368
311	0.03233874115
312	0.0323167868
313	0.0322856076
314	0.03225457184
315	0.03222711914
316	0.03212088715
317	0.03210030151
318	0.032067677
319	0.03203813782
320	0.03200957733
321	0.03192669037
322	0.03190711182
323	0.0318613472
324	0.03184786819
325	0.03177856476
326	0.03175875549
327	0.03173958725
328	0.03169542511
329	0.03166542023
330	0.03163381805
331	0.03161363937
332	0.03155476028
333	0.03153538437
334	0.0315164566
335	0.0314918576
336	0.03146628525
337	0.0314397728
338	0.0314041925
339	0.03131255066
340	0.0312889679
341	0.0312701535
342	0.03122437775
343	0.03117721771
344	0.03115436905
345	0.03113340317
346	0.0310418634
347	0.03102129639
348	0.03100338181
349	0.03097827301
350	0.03095421463
351	0.0309264621
352	0.03090577347
353	0.03086507523
354	0.03082245773
355	0.03080247284
356	0.03078497482
357	0.03072289719
358	0.03071124451
359	0.0306829834
360	0.0306571373
361	0.03064438721
362	0.03062920349
363	0.03060526566
364	0.03056849228
365	0.03052820663
366	0.03049198746
367	0.03047261948
368	0.0304449295
369	0.03042702942
370	0.03040592941
371	0.03038935959
372	0.03037241165
373	0.03033372787
374	0.03031305313
375	0.03028638901
376	0.03026916321
377	0.03026090607
378	0.03021874039
379	0.03019902771
380	0.0301779538
381	0.03014508957
382	0.03012164948
383	0.0300987793
384	0.03007195557
385	0.03005983948
386	0.03003432983
387	0.03001155136
388	0.02994056732
389	0.02992038254
390	0.02989534988
391	0.02982372116
392	0.02980856659
393	0.02978435471
394	0.02972957642
395	0.02971819077
396	0.02970307968
397	0.02966697861
398	0.02965413895
399	0.02964439148
