version,setup,metric_split,model_name,training_time_sec,accuracy,fraud_precision,fraud_recall,fraud_f1,macro_f1,weighted_f1,roc_auc,pr_auc,best_params
v3,SMOTE,test,DecisionTree,284.72,0.969449,0.990955,0.76256,0.861883,0.922354,0.967707,0.930883,0.852483,"{""clf__min_samples_split"": 2, ""clf__min_samples_leaf"": 2, ""clf__max_depth"": 20, ""clf__criterion"": ""entropy"", ""clf__ccp_alpha"": 0.0001}"
v3,SMOTE,test,RandomForest,7819.76,0.969619,0.998525,0.75808,0.861846,0.92239,0.967797,0.93061,0.855235,"{""clf__n_estimators"": 700, ""clf__min_samples_split"": 10, ""clf__min_samples_leaf"": 4, ""clf__max_features"": 0.8, ""clf__max_depth"": 14, ""clf__bootstrap"": true}"
v3,SMOTE,test,XGBoost,634.85,0.969589,0.99779,0.7584,0.861779,0.922347,0.967773,0.931932,0.85634,"{""clf__subsample"": 0.9, ""clf__reg_lambda"": 2.0, ""clf__n_estimators"": 200, ""clf__min_child_weight"": 3, ""clf__max_depth"": 8, ""clf__learning_rate"": 0.05, ""clf__gamma"": 0.3, ""clf__colsample_bytree"": 0.8}"
v3,SMOTE,test,CatBoost,2437.61,0.969359,0.999576,0.7552,0.860372,0.921582,0.967488,0.931489,0.856416,"{""clf__learning_rate"": 0.1, ""clf__l2_leaf_reg"": 1, ""clf__iterations"": 300, ""clf__depth"": 4, ""clf__border_count"": 64}"
v3,SMOTE,test,LogisticRegression,888.81,0.903727,0.584784,0.79264,0.673029,0.808291,0.909737,0.910811,0.836007,"{""clf__C"": 3.511191734215131}"
