version,setup,metric_split,model_name,training_time_sec,accuracy,fraud_precision,fraud_recall,fraud_f1,macro_f1,weighted_f1,roc_auc,pr_auc,best_params
v1,SMOTE,test,XGBoost,0.5,0.9535,0.906736,0.7,0.790068,0.881961,0.950881,0.895112,0.800865,"{""clf__subsample"": 0.8, ""clf__reg_lambda"": 2.0, ""clf__n_estimators"": 80, ""clf__min_child_weight"": 3, ""clf__max_depth"": 5, ""clf__learning_rate"": 0.05, ""clf__gamma"": 0.0, ""clf__colsample_bytree"": 0.8}"
v1,SMOTE,test,RandomForest,0.85,0.949,0.877551,0.688,0.7713,0.8713,0.9463,0.880283,0.785408,"{""clf__n_estimators"": 80, ""clf__min_samples_split"": 2, ""clf__min_samples_leaf"": 1, ""clf__max_features"": ""sqrt"", ""clf__max_depth"": 8, ""clf__bootstrap"": true}"
v1,SMOTE,test,CatBoost,0.64,0.9455,0.837321,0.7,0.762527,0.865872,0.943381,0.885881,0.787681,"{""clf__learning_rate"": 0.1, ""clf__l2_leaf_reg"": 3, ""clf__iterations"": 50, ""clf__depth"": 4, ""clf__border_count"": 64}"
v1,SMOTE,test,DecisionTree,0.2,0.9455,0.850746,0.684,0.758315,0.863801,0.942916,0.867869,0.761827,"{""clf__min_samples_split"": 2, ""clf__min_samples_leaf"": 1, ""clf__max_depth"": 8, ""clf__criterion"": ""entropy"", ""clf__ccp_alpha"": 0.001}"
v1,SMOTE,test,LogisticRegression,0.25,0.8765,0.504202,0.72,0.593081,0.760142,0.885438,0.867122,0.759374,"{""clf__C"": 0.1}"
